"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"UTRS8LJP","journalArticle","2018","Biard T., J. W. Krause","The significance of giant Phaeodarians (Rhizaria) to biogenic silica export in the California Current Ecosystem","Global Biogeochemical Cycles","","","","https://urldefense.com/v3/__https://doi.org/10.1029/2018GB005877__;!!Mih3wA!TIxBg1YeDlzeudIr0oPjTeSLeodmL844cEatr4iXGtRyAqBABOo358ypDUHzQtw$","In marine ecosystems, many planktonic organisms precipitate biogenic silica (bSiO2) to build silicified skeletons. Among them, giant siliceous rhizarians (>500 μm), including Radiolaria and Phaeodaria, are important contributors to oceanic carbon pools but little is known about their contribution to the marine silica cycle. We report the first analyses of giant phaeodarians to bSiO2 export in the California Current Ecosystem. We measured the silica content of single rhizarian cells ranging in size from 470 to 3,920 μm and developed allometric equations to predict silica content (0.37–43.42 μg Si/cell) from morphometric measurements. Using sediment traps to measure phaeodarian fluxes from the euphotic zone on four cruises, we calculated bSiO2 export produced by two families, the Aulosphaeridae and Castanellidae. Biogenic silica export ranged from <0.01 to 0.63 mmol Si · m 2 · day 1. These two families alone contributed on average 10% (range 0–80%) of total bSiO2 export from the euphotic zone. Their proportional contributions increased substantially in more oligotrophic regions with lower bSiO2 fluxes. Using the in situ Underwater Vision Profiler 5, we characterized vertical distributions of the giant phaeodarian family Aulosphaeridae to a depth of 500 m and inferred their contribution to bSiO2 export in deeper waters. We found a significant increase of Aulosphaeridae export (<0.01 to 2.82 mmol Si · m 2 · day 1) when extended to mesopelagic depths. Using a global data set of in situ profiles, we estimated the significance of Aulosphaeridae to bSiO2 export and revealed that they can act as major exporters of bSiO2 to the mesopelagic zone in various regions.","2018","2022-12-16 19:26:41","2022-12-16T19:26:41Z","","987-1004","","","32","","","","","","","","","","","","","","","","","Accession Number: CCE LTER Contribution #0406; RR2018 Type: 10.1029/2018GB005877","","","","CCE; Published","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IH9KXM9P","thesis","2017","Nickels, C.; Ohman, Mark","The co-location of blue whales and their euphausiid prey across multiple spatial scales","","","","","","","2017","2022-12-16 19:26:41","2022-12-16T19:26:41Z","","","","","","","","","","","","","University of California","San Diego, CA","","","Ph.D","","","","","Accession Number: CCE LTER Contribution #0394; RR2018,AR2018","","","","CCE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WCNC4U3C","thesis","2017","Brandon, J.; Ohman, Mark","The distribution of suspended microplastics and nanoplastics in the Northeast Pacific and their effects on zooplankton consumers","","","","","","","2017","2022-12-16 19:26:41","2022-12-16T19:26:41Z","","","","","","","","","","","","","University of California","San Diego, CA","","","Ph.D.","","","","","Accession Number: CCE LTER Contribution #0395; AR2018 Volume: Ph.D.","","","","CCE; Plastics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"URUSQ48J","journalArticle","2016","Newman, M.","The Pacific Decadal Oscillation, revisited","Journal of Climate","","","","","","2016","2022-12-16 19:26:41","2022-12-16T19:26:41Z","","4399-4427","","","29","","","","","","","","","","","","","","","","","Accession Number: CCE LTER Contribution #0372; AR2016 Type: 10.1175/JCLI-D-15-0508.1","","","","CCE; Published","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAQCADHM","journalArticle","2016","McClatchie, S.","State of the California Current 2015–16:  Comparisons with the 1997–98 EL NIÑO","CalCOFI Reports","","","","https://urldefense.com/v3/__http://calcofi.org/ccpublications/ccreports/calcofi-reports-toc/610-crtoc-vol-57-2016.html__;!!Mih3wA!TIxBg1YeDlzeudIr0oPjTeSLeodmL844cEatr4iXGtRyAqBABOo358ypV_Vre0Q$","Warm conditions in the North Pacific in 2014–15 were a result of the continuation of the North Pacific marine heat wave, a large area of exceptionally high SST anomalies that originated in the Gulf of Alaska in late 2013. The North Pacific heat wave interacted with an El Niño developing in the equatorial Pacific in 2015. Weekly periods of exceptionally high temperature anomalies (>2˚C) occurred until the start of the El Niño (winter of 2015), when SSTs were still high but not as high as those due to the marine heat wave. During the 2015–16 El Niño, the depth of the 26.0 kg m–3 isopycnal (d26.0) was considerably shallower than during the 1982–83 and 1997–98 events. The area affected by the marine heat wave and the 2015–16 El Niño in the mixed layer was comparable to the 1997–98 El Niño, but lasted longer. Water column stratification in the upper 100 m during 2015–16 was as strong as the most extreme values during the 1997–98 El Niño. This stratification was primarily driven by the warming of the upper 100 m. Despite notable perturbations, the effects of the 2015– 16 El Niño on hydrographic properties in the CalCOFI domain were not as strong as those observed during the 1997–98 El Niño. Warm ocean conditions, stratification, nutrient suppression, and silicic acid stress likely favored initiation of a toxic Pseudo-nitzschia bloom in fall 2014. Very low zooplankton displacement volumes were associated with anomalously warm and saline surface waters off Baja California. In contrast, during the 1997–98 El Niño, zooplankton volume was near average. Off California, pelagic red crab (Pleuroncodes planipes) adults were abundant in the water column and frequently washed up on beaches of southern California from January 2015 into 2016, and central California by September 2015. Glider measurements of integrated transport up to June 2015 did not detect anomalous northward advection. As expected, HF radar indicated northward surface currents along the central California coast in fall and winter 2015–16. Northward advection appeared to be much stronger during the 1997–98 El Niño. Throughout 2015–16, the zooplankton community on the Oregon shelf was dominated by lipid-poor tropical and sub-tropical copepods and gelatinous zooplankton, indicating poor feeding conditions for small fishes that are prey for juvenile salmon. The presence of rarely encountered species increased copepod species richness during 2015–16 to levels higher than the 1998 El Niño. We infer that the unusual copepod vagrants of 2015–16 originated from an offshore and southwesterly source; an important difference from the southerly origin of vagrants during the 1997–98 El Niño. The very warm conditions caused sardine spawning to shift from central California to Oregon. Mesopelagic fish assemblage off southern California exhibited higher  abundances of species with southern affinities, and lower abundances of species with northern affinities. Forage fish (Pacific herring, northern anchovy, and Pacific sardine) were much less abundant in 2015–16 compared to previous years. In contrast, catches of salmon were close to average off northern California. Catches of young-ofthe- year rockfishes were high off central California, but low off both northern and southern California. Seabirds at Southeast Farallon Island in 2015 exhibited reduced breeding populations, reduced breeding success, lower chick growth rates, and lower fledging weights. Common murres were negatively affected in central and northern California, but seabird responses were species-specific. It is clear from the results presented here that the warm anomaly effects on the ecosystem were complicated, regionally specific, and that we do not fully understand them yet.","2016","2022-12-16 19:26:41","2022-12-16T19:26:41Z","","5-62","","","57","","","","","","","","","","","","","","","","","Accession Number: CCE LTER Contribution #0376; AR2017,FRII2017,RR2018","","","","CCE; Published","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"G4RB3CVY","journalArticle","2015","Taylor, A. G.","Temporal and spatial patterns of microbial community biomass and composition in the southern California Current Ecosystem","Deep-Sea Research II","","","","https://urldefense.com/v3/__http://dx.doi.org/10.1016/j.dsr2.2014.02.006__;!!Mih3wA!TIxBg1YeDlzeudIr0oPjTeSLeodmL844cEatr4iXGtRyAqBABOo358ypHyzW550$","As partoftheCaliforniaCurrentEcosystemLongTermEcologicalResearch(CCE-LTER)Program,samples for epifluorescence microscopyand flow cytometry(FCM)werecollectedatten ‘cardinal’ stations onthe California CooperativeOceanicFisheriesInvestigations(CalCOFI)gridduring25quarterlycruisesfrom 2004to2010toinvestigatethebiomass,compositionandsize–structure ofmicrobialcommunities within thesouthernCCE.Basedonourresults,wedividedtheregionintooffshore,andinshorenorthern and southernzones.Mixed-layerphytoplanktoncommunitiesintheoffshorehadlowerbiomass (1672 μg C L 1; allerrorsrepresentthe95%confidence interval),smallersize-classcellsandbiomass wasmorestableoverseasonalcycles.Offshorephytoplanktonbiomasspeakedduringthewinter months. Mixed-layerphytoplanktoncommunitiesinthenorthernandsoutherninshorezoneshad higher biomass(78722 and3279 μg C L 1, respectively),largersize-classcellsandstrongerseasonal biomass patterns.Inshorecommunitieswereoftendominatedbymicro-size(20–200 μm) diatoms; however,autotrophicdinoflagellatesdominatedduringlate2005toearly2006,correspondingtoayear of delayedupwellinginthenorthernCCE.Biomasstrendsinmidanddeepeuphoticzonesampleswere similar tothoseseeninthemixed-layer,butwithdecliningbiomasswithdepth,especiallyforlargersize classes intheinshoreregions.Mixed-layerratiosofautotrophiccarbontochlorophyll a (AC:Chl a) hada mean valueof51.575.3. Variabilityofnitraclinedepth,bin-averagedAC:Chl a in themixed-layerranged from 40to80andfrom22to35forthedeepeuphoticzone,bothwithsignificant positiverelationships to nitraclinedepth.Totallivingmicrobialcarbon,includingauto-andheterotrophs,consistentlycom- prised abouthalfofparticulateorganiccarbon(POC).","2015","2022-12-16 19:26:41","2022-12-16T19:26:41Z","","117-128","","","112","","","","","","","","","","","","","","","","","Accession Number: CCE LTER Contribution #0239; AR2015 Edition: 18 February 2014 Type: 10.1016/j.dsr2.2014.02.006","","","","Aug_CalCOFI; CALCOFI; CCE; Published","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7L7UMVCJ","journalArticle","2015","Stukel, M. R.","Using Lagrangian-based process studies to test satellite algorithms of vertical carbon flux in the eastern North Pacific Ocean","J. Geophys. Res. Oceans","","","","","The biological carbon pump is responsible for the transport of  5–20 Pg C yr21 from the surface into the deep ocean but its variability is poorly understood due to an incomplete mechanistic understanding of the complex underlying planktonic processes. In fact, algorithms designed to estimate carbon export from satellite products incorporate fundamentally different assumptions about the relationships between plankton biomass, productivity, and export efficiency. To test the alternate formulations of export efficiency in remotesensing algorithms formulated by Dunne et al. (2005), Laws et al. (2011), Henson et al. (2011), and Siegel et al. (2014), we have compiled in situ measurements (temperature, chlorophyll, primary production, phytoplankton biomass and size structure, grazing rates, net chlorophyll change, and carbon export) made during Lagrangian process studies on seven cruises in the California Current Ecosystem and Costa Rica Dome. A food-web based approach formulated by Siegel et al. (2014) performs as well or better than other empirical formulations, while simultaneously providing reasonable estimates of protozoan and mesozooplankton grazing rates. By tuning the Siegel et al. (2014) algorithm to match in situ grazing rates more accurately, we also obtain better in situ carbon export measurements. Adequate representations of food-web relationships and grazing dynamics are therefore crucial to improving the accuracy of export predictions made from satellite– derived products. Nevertheless, considerable unexplained variance in export remains and must be explored before we can reliably use remote sensing products to assess the impact of climate change on biologically mediated carbon sequestration.","2015","2022-12-16 19:26:41","2022-12-16T19:26:41Z","","7208–7222","","","120","","","","","","","","","","","","","","","","","Accession Number: CCE LTER Contribution #0343; AR2016 Type: 10.1002/2015JC011264","","","","CCE; Published","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GXHZW9E7","journalArticle","2015","Leising, A. W.","The state of the California Current, 2014-15: Impacts of the warm-water ""blob""","CalCOFI Reports","","","","","","2015","2022-12-16 19:26:41","2022-12-16T19:26:41Z","","31-68","","","56","","","","","","","","","","","","","","","","","Accession Number: CCE LTER Contribution #0365; AR2016","","","","CALCOFI; CCE; Datazoo 078; Published","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"F6K6P3J2","journalArticle","2015","Krause, J. W.","Variability in diatom contributions to biomass, organic matter production and export across a frontal gradient in the California Current Ecosystem","Journal of Geophysical Research - Oceans","","","","","","2015","2022-12-16 19:26:41","2022-12-16T19:26:41Z","","1032-1047","","2","120","","","","","","","","","","","","","","","","","Accession Number: CCE LTER Contribution #0329; AR2015 Edition: 20 Feb 2015 Type: 10.1002/2014JC010472","","","","CCE; P1106; Process_cruise; Published","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FJ4JD9TF","journalArticle","2015","Miller, A. J.","The physical oceanographic environment during the CCE-LTER Years: Changes in climate and concepts","Deep-Sea Research II","","","","https://urldefense.com/v3/__http://dx.doi.org/10.1016/j.dsr2.2014.01.003__;!!Mih3wA!TIxBg1YeDlzeudIr0oPjTeSLeodmL844cEatr4iXGtRyAqBABOo358ypns-hoC4$","The CaliforniaCurrentSystem(CCS)hasbeenstudiedbytheCaliforniaCooperativeOceanicFisheries Investigationsprogramformanydecades.Since2004,theSouthernCaliforniaBight(SCB)andthe oceanic regionoffshorehasalsobeenthesitefortheCaliforniaCurrentEcosystem(CCE)Long-Term Ecological Research(LTER)program,whichhasestablishedlong-termobservationaltimeseriesand executedseveralProcessCruisestobetterunderstandphysical–biological variations, fluxesand interactions.SincetheinceptionoftheCCE-LTER,manynewideashaveemergedaboutwhatphysical processes arethekeycontrolsonCCSdynamics.Thesenewperspectivesincludeobtainingabetter understanding ofwhatclimatepatternsexertinfluences onCCSphysicalvariationsandwhatphysical controls aremostimportantindrivingCCEecologicalchanges. PhysicaloceanographicandclimatologicalconditionsintheCCSvariedwidelysincetheinceptionof the CCE-LTERobservationaltimeseries,includingunusualclimateeventsandpersistentlyanomalous states. AlthoughtheCCE-LTERprojectcommencedin2004inthemidstofnormaloceanconditionsnear the climatologicalmeans,overthefollowingdecade,ElNino/SouthernOscillationconditions flickered weaklyfromwarmtocold,withthePacific DecadalOscillation(PDO)generallytrackingthatbehavior, while theNorthPacific GyreOscillation(NPGO)evolvedtopersistentandstrongpositiveconditionsafter 2007,indicativeofenhancedupwellingfrom2007to2012.Togetherthecombinedimpactofthe negativePDOstate(LaNinaconditions)andpositiveNPGOstate(increasedupwellingconditions) yielded remarkablypersistentcoolconditionsintheCCSfromlate2007toearly2009andfrommid- 2010through2012. The broad-scaleclimatevariationsthatoccurredovertheNorthPacific andCCSduringthistime period arediscussedheretoprovidephysicalcontextfortheCCE-LTERtimeseriesobservationsandthe CCE-LTERProcessCruises.Dataassimilation fits, usingtheRegionalOceanModelingSystemfour- dimensional dataassimilationframework,weresuccessfullyexecutedforthe1-monthtimeperiod surrounding eachoftheProcessCruises.The fits provideadditionalinformationabouthowthephysical flowsevolveduringthecourseofthemulti-weekProcessCruises.Relatingthesephysicalstatestothe numerous biologicalmeasurementsgatheredbytheCCE-LTERtimeseriesobservationsandduringthe Process Cruiseswillyieldvitallong-termperspectiveofhowchangingclimateconditionscontrolthe ocean ecosysteminthisregionandinformationonhowthisimportantecosystemcanbeexpectedto evolveoverthecomingdecades.","2015","2022-12-16 19:26:41","2022-12-16T19:26:41Z","","6-17","","","112","","","","","","","","","","","","","","","","","Accession Number: CCE LTER Contribution #0284; AR2015 Type: 10.1016/j.dsr2.2014.01.003","","","","CALCOFI; CCE; P0605; P0704; P0810; P1208; Process_cruise; Published","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6XU2LDB8","journalArticle","2015","Laguionie‑Marchais, C.","Spatial and temporal variation in sponge spicule patches at Station M, northeast Pacific","Marine Biology","","","","","","2015","2022-12-16 19:26:41","2022-12-16T19:26:41Z","","617-624","","","162","","","","","","","","","","","","","","","","","Accession Number: CCE LTER Contribution #0353; AR2016 Type: 10.1007/s00227-014-2609-1","","","","CCE; Published; Supplement; sta M","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3RA9NXD5","journalArticle","2015","Jacox, M. G.","The potential for improving remote primary productivity estimates through subsurface chlorophyll and irradiance measurement","Deep-Sea Research II","","","","https://urldefense.com/v3/__http://dx.doi.org/10.1016/j.dsr2.2013.12.008__;!!Mih3wA!TIxBg1YeDlzeudIr0oPjTeSLeodmL844cEatr4iXGtRyAqBABOo358yp6xEQEgY$","A 26-yearrecordofdepthintegratedprimaryproductivity(PP)intheSouthernCaliforniaCurrentSystem (SCCS) isanalyzedwiththegoalofimprovingsatellitenetprimaryproductivity(PP)estimates.Modest improvementsinPPmodelperformanceareachievedbytuningexistingalgorithmsfortheSCCS, particularlybyparameterizingcarbon fixation rateintheverticallygeneralizedproductionmodelasa function ofsurfacechlorophyllconcentrationanddistancefromshore.Muchlargerimprovementsare enabled byimprovingtheaccuracyofsubsurfacechlorophyllandlightprofiles. Inasimplevertically resolvedproductionmodelfortheSCCS(VRPM-SC),substitutionof in situ surface dataforremotesensing estimates offersonlymarginalimprovementsinmodel r2 (from 0.54to0.56)andtotallog10 rootmean squareddifference(from0.22to0.21),whileinclusionof in situ chlorophyllandlightprofiles improves these metricsto0.77and0.15,respectively.Autonomousunderwatergliders,capableofmeasuring subsurface propertiesonlong-term,long-rangedeployments,significantly improvePPmodel fidelity in the SCCS.Wesuggesttheiruse(andthatofotherautonomousprofilers suchasArgo floats) in conjunction withsatellitesasawayforwardforlarge-scaleimprovementsinPPestimation.","2015","2022-12-16 19:26:41","2022-12-16T19:26:41Z","","107-116","","","112","","","","","","","","","","","","","","","","","Accession Number: CCE LTER Contribution #0237; AR2015 Edition: 17 December 2013 Type: 10.1016/j.dsr2.2013.12.008","","","","Aug_CalCOFI; CALCOFI; CCE; P0605; P0704; P0810; P1106; P1208; Process_cruise; Published","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QXE9KMDQ","journalArticle","2015","Jackson, G. A.","Settling of particles in the upper 100m of the ocean detected with autonomous profiling floats off California","Deep Sea Research I","","","","","","2015","2022-12-16 19:26:41","2022-12-16T19:26:41Z","","75-86","","","99","","","","","","","","","","","","","","","","","Accession Number: CCE LTER Contribution #0325; AR2015 Type: https://urldefense.com/v3/__http://dx.doi.org/10.1016/j.dsr.2015.02.001__;!!Mih3wA!TIxBg1YeDlzeudIr0oPjTeSLeodmL844cEatr4iXGtRyAqBABOo358ypuM6WuOU$","","","","CCE; P0704; Published","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9BYUKN82","journalArticle","2015","Johnston, T. M. S. and D. L. Rudnick","Trapped diurnal internal tides, propagating semidiurnal internal tides, and mixing estimates in the California Current System from sustained glider observations, 2006-2012","Deep -Sea Research II","","","","https://urldefense.com/v3/__http://dx.doi.org/10.1016/j.dsr2.2014.03.009__;!!Mih3wA!TIxBg1YeDlzeudIr0oPjTeSLeodmL844cEatr4iXGtRyAqBABOo358yp-xFM8Ns$","From2006–2012,along3repeatedcross-shoretransects(CaliforniaCooperativeOceanicFisheriesInvestiga- tionslines66.7,80,and90)intheCaliforniaCurrentSystem,33609shearand39737strainprofiles from 66glidermissionsareusedtoestimatemixingvia finescaleparameterizationsfromadatasetcontaining over52000profiles.Elevateddiffusivityestimatesandenergeticdiurnal(D1) andsemidiurnal(D2) internal tidesarefound:(a)within100kmofthecoastonlines66.7and80and(b)overtheSantaRosa-CortesRidge (SRCR)intheSouthernCaliforniaBight(SCB)online90.While findingelevatedmixingneartopographyand associatedwithinternaltidesisnotnovel,thecombinationofresolutionandextentinthisongoingdata collection isunmatchedinthecoastaloceantoourknowledge. Both D1 and D2 internal tidesareenergysourcesformixing.Attheselatitudes,the D1 internal tideis subinertial. Online90, D1 and D2 tides areequallyenergeticovertheSRCR,themainsiteofelevated mixing withintheSCB.NumeroussourcesofinternaltidesattheroughtopographyintheSCBproduce standing and/orpartially-standingwaves.Onlines66.7and80,thedominantenergysourcebelowabout 100mformixingisthe D1 internal tide,whichhasanenergydensityofthe D2 internal tide.Online80, estimated diffusivity,estimateddissipation,and D1 energy densitypeakinsummer.The D1 energy density showsanincreasingtrendfrom2006to2012.Itsamplitudeandphasearemostlyconsistent with topographically-trapped D1 internal tidestravelingwiththetopographyontheirright.The observed offshoredecayofthediffusivityestimatesisconsistentwiththeexponentialdecayof a trappedwavewithamode-1Rossbyradiusof20–30 km.Despitethevariablemesoscale,itis remarkablethatcoherentinternaltidalphaseisfound.","2015","2022-12-16 19:26:41","2022-12-16T19:26:41Z","","61-78","","","112","","","","","","","","","","","","","","","","","Accession Number: CCE LTER Contribution #0249; AR2015 Edition: 18 March 2014 Type: 10.1016/j.dsr2.2014.03.009","","","","CCE; Published","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8NIJA378","journalArticle","2015","Garcia-Reyes, M.","Under pressure: Climate change, upwelling and eastern boundary upwelling ecosystems","Frontiers in Marine Science","","","","","","2015","2022-12-16 19:26:41","2022-12-16T19:26:41Z","","","","","2:109","","","","","","","","","","","","","","","","","Accession Number: CCE LTER Contribution #0362; AR2016 Type: 10.3389/fmars.2015.00109","","","","CCE; Published","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PS9QACQY","journalArticle","2014","Taniguchi, D. A. A.","Size-specific growth and grazing rates for picophytoplankton in coastal and oceanic regions of the eastern Pacific","Mar. Ecol. Prog. Series","","","","","Estimates of growth and grazing mortality rates for different size classes and taxa of natural picophytoplankton assemblages were measured in mixed-layer experiments conducted in 3 regions of the eastern Pacific: the California Current Ecosystem, Costa Rica Dome, and equatorial Pacific. Contrary to expectation, size-dependent rates for cells between 0.45 and 4.0 μm in diameter showed no systematic trends with cell size both in and among regions. For all size classes, mean ± SD growth rates ranged from −0.70 ± 0.17 to 0.83 ± 0.13 d−1 and grazing rates between −0.07 ± 0.13 and 1.17 ± 0.10 d−1. Taxon-specific growth rates for Prochlorococcus ranged from 0.17 ± 0.12 to 0.59 ± 0.01 d−1, for Synechococcus from 0.68 ± 0.03 to 0.97 ± 0.04 d−1, for picoeukaryotes from 0.46 ± 0.13 to 1.03 ± 0.06 d−1, and for all cells combined between 0.45 ± 0.03 and 0.65 ± 0.02 d−1. For grazing, Prochlorococcus rates ranged between 0.02 ± 0.12 and 0.66 ± 0.02 d−1, Synechococcus rates between 0.24 ± 0.08 and 0.92 ± 0.05 d−1, for picoeukaryotes between 0.19 ± 0.10 and 0.78 ± 0.09 d−1, and for all cells between 0.16 ± 0.05 and 0.75 ± 0.02 d−1. When comparing rates among taxa, only Prochlorococcus had consistently lower rates than Synechococcocus in all regions. No other trends were apparent. Temperature relationships based on the Metabolic Theory of Ecology were able to explain more of the variability among grazing rates than among growth rates for each taxon considered.","2014","2022-12-16 19:26:41","2022-12-16T19:26:41Z","","87-101","","","509","","","","","","","","","","","","","","","","","Accession Number: CCE LTER Contribution #0255; AR2015 Type: 10.3354/meps10895","","","","CCE; P0605; Process_cruise; Published","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SWU4QM6E","journalArticle","2014","Pedler, B.","Single bacterial strain capable of significant contribution to carbon cycling in the surface ocean","PNAS","","","","https://urldefense.com/v3/__http://www.pnas.org/cgi/doi/10.1073/pnas.1401887111__;!!Mih3wA!TIxBg1YeDlzeudIr0oPjTeSLeodmL844cEatr4iXGtRyAqBABOo358yp5pmeYss$","","2014","2022-12-16 19:26:41","2022-12-16T19:26:41Z","","7202-7207","","20","111","","","","","","","","","","","","","","","","","Accession Number: CCE LTER Contribution #0251; AR2015 Edition: 14 April 2014 Type: 10.1073/pnas.1401887111","","","","CALCOFI; CCE; Datazoo 78; P0810; Published","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"M75TW545","journalArticle","2014","Bograd, S. J.","The fate of fisheries oceanography: Introduction to the special issue","Oceanography","","","","https://urldefense.com/v3/__http://dx.doi.org/10.5670/oceanog.2014.83__;!!Mih3wA!TIxBg1YeDlzeudIr0oPjTeSLeodmL844cEatr4iXGtRyAqBABOo358ypv4g-1rg$","","2014","2022-12-16 19:26:41","2022-12-16T19:26:41Z","","21-25","","4","27","","","","","","","","","","","","","","","","","Accession Number: CCE LTER Contribution #0321; AR2015","","","","CCE; Published","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DI9WCMRX","journalArticle","2013","Wells, B.; J. Harding, J. Field; R. Bradley, J. Jahncke; S. R. Schneider, N. Lo","State of the California Current 2012-13: No Such Thing as an “Average” Year","CalCOFI Reports","","","","","This report reviews the state of the California Current System (CCS) between winter 2012 and spring 2013, and includes observations from Washington State to Baja California. During 2012, large-scale climate modes indicated the CCS remained in a cool, productive phase present since 2007. The upwelling season was delayed north of 42˚N, but regions to the south, especially 33˚ to 36˚N, experienced average to above average upwelling that persisted throughout the summer. Contrary to the indication of high production suggested by the climate indices, chlorophyll observed from surveys and remote sensing was below average along much of the coast. As well, some members of the forage assemblages along the coast experienced low abundances in 2012 surveys. Specifically, the concentrations of all lifestages observed directly or from egg densities of Pacific sardine, Sardinops sagax, and northern anchovy, Engraulis mordax, were less than previous years’ survey estimates. However, 2013 surveys and observations indicate an increase in abundance of northern anchovy. During winter 2011/2012, the increased presence of northern copepod species off northern California was consistent with stronger southward transport. Krill and small-fraction zooplankton abundances, where examined, were generally above average. North of 42˚N, salps returned to typical abundances in 2012 after greater observed concentrations in 2010 and 2011. In contrast, salp abundance off central and southern California increased after a period of southward transport during winter 2011/2012. Reproductive success of piscivorous Brandt’s cormorant, Phalacrocorax penicillatus, was reduced while planktivorous Cassin’s auklet, Ptychoramphus aleuticus was elevated. Differences between the productivity of these two seabirds may be related to the available forage assemblage observed in the surveys. California sea lion pups from San Miguel Island were undernourished resulting in a pup mortality event perhaps in response to changes in forage availability. Limited biological data were available for spring 2013, but strong winter upwelling coastwide indicated an early spring transition, with the strong upwelling persisting into early summer.","2013","2022-12-16 19:26:41","2022-12-16T19:26:41Z","","37-71","","","54","","","","","","","","","","","","","","","","","Accession Number: CCE LTER Contribution #0300","","","","CALCOFI; CCE; Published","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DYDRGUZS","journalArticle","2013","Roe, K. L.","Utilization of heme as an iron source by marine Alphaproteobacteria in the Roseobacter clade","Applied and Environmental Microbiology","","","","","","2013","2022-12-16 19:26:41","2022-12-16T19:26:41Z","","5753-5762","","18","79","","","","","","","","","","","","","","","","","Accession Number: CCE LTER Contribution #0273 Edition: July 19, 2013 Type: 10.1128/AEM.01562-13","","","","CCE; P1106; Process_cruise; Published","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X2DV4JDT","journalArticle","2013","Peloquin, J.","The MAREDAT global database of high performance liquid chromatography marine pigment measurements","Earth System Science Data","","","","","","2013","2022-12-16 19:26:41","2022-12-16T19:26:41Z","","109-123","","","5","","","","","","","","","","","","","","","","","Accession Number: CCE LTER Contribution #0244 Type: 10.5194/essd-5-109-2013","","","","Aug_CalCOFI; CCE; Datazoo 72; Published","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
