Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
QQA4679Y,journalArticle,2013,"Combes, V.; Chenillat, F.; Di Lorenzo, E.; Rivière, P.; Ohman, M. D.; Bograd, S. J.",Cross-shore transport variability in the California Current: Ekman upwelling vs. eddy dynamics,Progress in Oceanography,,,,https://urldefense.com/v3/__http://www.sciencedirect.com/science/article/pii/S0079661112001164__;!!Mih3wA!TIxBg1YeDlzeudIr0oPjTeSLeodmL844cEatr4iXGtRyAqBABOo358ypchs5JkE$,,2013,2022-12-16 19:26:41,2022-12-16T19:26:41Z,,78-89,,0,109,,,,,,,,,,,,,,,,,0150,,,,CCE; Published,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YRPWH2GG,journalArticle,2013,"Décima, M.; Landry, M. R.; Popp, B. N.",Environmental perturbation effects on baseline delta-<sup>15</sup>N values and zooplankton trophic flexibility in the southern California Current Ecosystem,Limnology and Oceanography,,,,,"Nitrogen isotopic compositions of zooplankton in the California Current Ecosystem (CCE) are known to vary over inter-annual scales of climate variability, but the extent to which those changes are driven by variations in baseline phytoplankton d15N values vs. zooplankton trophic position (TP) is poorly resolved. We use field samples collected during a large natural environmental perturbation, the 1998–1999 alternation between El Nin˜o and La Nin˜a states, to test the ability of large dominant CCE zooplankton Euphausia pacifica and Calanus pacificus to alter their TPs in response to environmental variability. To distinguish trophic changes from variations of d15N values at the base of the food web, the zooplankton were assayed by Compound Specific Isotope Analysis of Amino Acids (CSIA-AA). Linear mixed-effect models were developed to utilize data from all amino acids (AAs), providing greater statistical power than the typical CSIA-AA approach of using only phenylalanine and glutamic acid. We confirm a significant 15N enrichment of , 2% at the base of the food web for all AAs and all zooplankton groups during the 1998 El Nin˜o. This baseline enrichment in 15N has been speculated to occur during El Nin˜o events but never conclusively shown. We also demonstrate a significantly elevated TP, implying increased carnivory during 1998, for E. pacifica while C. pacificus did not alter their TP between years. Lastly, TPs calculated from the standard CSIA-AA equation with laboratory-derived constants gave unrealistically low estimates, suggesting an assessment of these variables in situ is needed for an accurate application in natural systems.",2013,2022-12-16 19:26:41,2022-12-16T19:26:41Z,,624-634,,2,58,,,,,,,,,,,,,,,,,0230,,,,CALCOFI; CCE; Datazoo 78; Published,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MQZSP7ZJ,journalArticle,2013,"Asch, R. G.; Checkley Jr., D. M.",Dynamic height: A key variable for identifying the spawning habitat of small pelagic fishes,Deep Sea Research Part I: Oceanographic Research Papers,,,,https://urldefense.com/v3/__http://www.sciencedirect.com/science/article/pii/S0967063712001823__;!!Mih3wA!TIxBg1YeDlzeudIr0oPjTeSLeodmL844cEatr4iXGtRyAqBABOo358ypsJTSlkE$,"Small pelagic fishes off southern California exhibit interannual variations in the regions they occupy. An enhanced understanding of these fluctuations could improve fisheries management and predictions of fish's responses to climate change. We investigated dynamic height as a variable for identifying the spawning habitat of northern anchovy (Engraulis mordax), Pacific sardine (Sardinops sagax), and jack mackerel (Trachurus symmetricus). During cruises between 1998 and 2004, dynamic height was calculated from temperature and salinity profiles, while fish egg concentration was measured with obliquely towed bongo nets and the Continuous, Underway Fish Egg Sampler. Dynamic height ranged between 68 and 108cm, with values increasing offshore. The greatest probability of encountering anchovy, sardine, and jack mackerel eggs occurred at dynamic heights of 79–83cm, 84–89cm, and 89–99cm, respectively. Four mechanisms were proposed to explain how dynamic height affects egg distribution: (1) dynamic height is a proxy for upper water column temperature and salinity, which are known to influence spawning habitat. (2) Low dynamic heights are indicative of coastal upwelling, which increases primary and secondary productivity. (3) Egg concentration is greater at dynamic heights coincident with geostrophic currents that transport larvae to favorable habitats. (4) Eddies delineated by dynamic height contours retain eggs in productive habitats. To evaluate these mechanisms, a generalized linear model was constructed using dynamic height, temperature, salinity, chlorophyll, zooplankton volume, geostrophic currents, and eddies as independent variables. Dynamic height explained more variance than any other variable in models of sardine and anchovy spawning habitat. Together temperature, salinity, and chlorophyll accounted for 80–95% of the dynamic height effect, emphasizing the importance of the first two mechanisms. However, dynamic height remained statistically significant in the models of anchovy and jack mackerel spawning habitat after considering the effects of all other variables. Dynamic height shows promise as an ecological indicator of spawning habitat, because it integrates the effects of multiple oceanic variables, can be remotely sensed, and is predicted by ocean circulation models.",2013,2022-12-16 19:26:41,2022-12-16T19:26:41Z,,79-91,,0,71,,,,,,,,,,,,,,,,,0229,,,,CCE; CalCOFI; California Current; Datazoo 78; Dynamic height; Jack mackerel; Northern anchovy; Pacific sardine; Published; Sea surface height; Spawning habitat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP7FWSNV,journalArticle,2012,"Zhang, J.; Fleming, J.; Goericke, R.",Fishermen's perspectives on climate variability,Marine Policy,,,,https://urldefense.com/v3/__http://www.sciencedirect.com/science/article/pii/S0308597X11001035__;!!Mih3wA!TIxBg1YeDlzeudIr0oPjTeSLeodmL844cEatr4iXGtRyAqBABOo358ypvvwQyTs$,"Understanding fishermen's perspectives and responses relating to climate variability is important for sustainable fisheries management. To this end, a survey of captains of commercial passenger fishing vessels (CPFVs) was conducted in San Diego. The survey demonstrates that fishermen have observed and adapted to changes in the environment and fish populations associated with climate variability. However, only 12.9% of respondents agreed that global climate change is a possibility. In order to explain fishermen's divergent beliefs on climate change, a semiparametric discrete choice model is used to identify the potential determinants. The empirical results highlight the importance of the following factors: fishermen's experience, observations of the phenomena that are associated with climate variability, and an interaction of fishermen's experience and their observations.",2012,2022-12-16 19:26:41,2022-12-16T19:26:41Z,,466-472,,2,36,,,,,,,,,,,,,,,,,0190,,,,CCE; Climate variability; Fishing; Published; Semiparametric binary model; Social science; Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IGKH35DZ,report,2012,"Zamon, J. E.","Ecosystem components, protected species - Seabirds",,,,,,,2012,2022-12-16 19:26:41,2022-12-16T19:26:41Z,,1-40,,,,,,,,,,,U.S. Dept. of Commerce,,,,,,,,,0271,,,,CCE; Published,,,,"Commerce, U. S. Dept of",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7S4TUUEZ,journalArticle,2012,"Taniguchi, D. A. A.",Estimating size-dependent growth and grazing rates and their associate error using the dilution method,Limnology and Oceanography: Methods,,,,,,2012,2022-12-16 19:26:41,2022-12-16T19:26:41Z,,868-881,,,10,,,,,,,,,,,,,,,,,0212,,,,CCE; Methods development; Published,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6USCU2PH,journalArticle,2012,"Stukel, M. R.; Landry, M. R.; Ohman, M. D.; Goericke, R.; Samo, T.; Benitez-Nelson, C. R.",Do inverse ecosystem models accurately reconstruct plankton trophic flows? Comparing two solution methods using field data from the California Current,Journal of Marine Systems,,,,https://urldefense.com/v3/__http://www.sciencedirect.com/science/article/pii/S0924796311002053__;!!Mih3wA!TIxBg1YeDlzeudIr0oPjTeSLeodmL844cEatr4iXGtRyAqBABOo358ypfCh7A08$,"Despite the increasing use of linear inverse modeling techniques to elucidate fluxes in undersampled marine ecosystems, the accuracy with which they estimate food web flows has not been resolved. New Markov Chain Monte Carlo (MCMC) solution methods have also called into question the biases of the commonly used L2 minimum norm (L2MN) solution technique. Here, we test the abilities of MCMC and L2MN methods to recover field-measured ecosystem rates that are sequentially excluded from the model input. For data, we use experimental measurements from process cruises of the California Current Ecosystem (CCE-LTER) Program that include rate estimates of phytoplankton and bacterial production, micro- and mesozooplankton grazing, and carbon export from eight study sites varying from rich coastal upwelling to offshore oligotrophic conditions. Both the MCMC and L2MN methods predicted well-constrained rates of protozoan and mesozooplankton grazing with reasonable accuracy, but the MCMC method overestimated primary production. The MCMC method more accurately predicted the poorly constrained rate of vertical carbon export than the L2MN method, which consistently overestimated export. Results involving DOC and bacterial production were equivocal. Overall, when primary production is provided as model input, the MCMC method gives a robust depiction of ecosystem processes. Uncertainty in inverse ecosystem models is large and arises primarily from solution under-determinacy. We thus suggest that experimental programs focusing on food web fluxes expand the range of experimental measurements to include the nature and fate of detrital pools, which play large roles in the model.",2012,2022-12-16 19:26:41,2022-12-16T19:26:41Z,,20-33,,1,91,,,,,,,,,,,,,,,,,0180,,,,CCE; California Current System; Ecosystem dynamics; Food web; Linear inverse model; Plankton; Published; Trophic structure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIV4VPBM,journalArticle,2012,"Samo, T.",Enhanced responses of heterotrophic bacteria at water mass frontal zones in the California Current Ecosystem.,Journal of Plankton Research,,,,,"Ocean fronts with accumulated biomass and organic matter may be significant sites of enhanced microbial activity. We sampled a frontal region (the A-Front) separating oligotrophic and mesotrophic water masses within the California Current Ecosystem (CCE) to assess the influence of frontal hydrography on several microbial parameters. Samples for heterotrophic bacterial, viral and flagellate abundance, dissolved and particulate carbon and nitrogen, transparent particles and bacterial carbon production were collected at 6 depths from the surface to 100 m with 5–9 conductivity/temperature/depth casts along a 26-km northerly transect across the front. Relative to adjacent oligotrophic and mesotrophic waters, the frontal transition displayed peaks in the mean estimates of cell-specific bacterial carbon and bulk bacterial production, particulate organic carbon and particulate organic nitrogen concentrations, and the abundance and size of transparent particles. Bacterial carbon production increased  5-fold northward from oligotrophic waters to the frontal zone, in agreement with an increase in the frequency of dividing cells, but bacterial abundance was lower than at adjacent stations. This may be partially explained by high chlorophyll, elevated virus:bacteria ratios and low nanoflagellate grazer abundance at the front. Our data suggest that CCE fronts can facilitate intense biological transformation and physical transport of organic matter, in sharp contrast to adjacent low productivity waters, and harbor dynamic microbial populations that influence nutrient cycling.",2012,2022-12-16 19:26:41,2022-12-16T19:26:41Z,,802-814,,9,34,,,,,,,,,,,,,,,,,0211,,,,CCE; Published,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W7PW62VW,journalArticle,2012,"Ohman, M. D.",Estimation of mortality for stage-structured zooplankton populations: What is to be done?,Journal of Marine Systems,,,,https://urldefense.com/v3/__http://www.sciencedirect.com/science/article/pii/S0924796311001278__;!!Mih3wA!TIxBg1YeDlzeudIr0oPjTeSLeodmL844cEatr4iXGtRyAqBABOo358yp1i4Boy4$,,2012,2022-12-16 19:26:41,2022-12-16T19:26:41Z,,4-10,,0,93,,,,,,,,,,,,,,,,,0195,,,,CCE; Demography; Inverse methods; Models; Mortality; Population dynamics; Published; Zooplankton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEW3DCXZ,journalArticle,2012,"Li, Q. P.; Franks, P. J. S.; Ohman, M. D.; Landry, M. R.",Enhanced nitrate fluxes and biological processes at a frontal zone in the southern California current system,Journal of Plankton Research,,,,https://urldefense.com/v3/__http://plankt.oxfordjournals.org/content/early/2012/02/28/plankt.fbs006.abstract__;!!Mih3wA!TIxBg1YeDlzeudIr0oPjTeSLeodmL844cEatr4iXGtRyAqBABOo358ypMWLQfNs$,"Processes that occur at mesoscale and submesoscale features such as eddies and fronts are important for marine ecosystem dynamics and biogeochemical fluxes. However, their impacts on the fate of biogenic organic carbon in coastal oceans are not well quantified because physical and biological interactions at such features are very complex with short time- and small spatial scales variability. As part of the California Current Ecosystem Long-Term Ecological Research (CCE-LTER) Process studies in the southern California Current in October 2008, we sampled across a strong temperature and chlorophyll front (‘A-Front’) separating water masses with distinct hydrographic and biogeochemical characteristics and a modified biological assemblage at the frontal interface. Thorpe-scale analyses of the hydrographic data from a free-fall moving vessel profiler suggested an increased diapycnal diffusive nitrate flux at the front zone. Based on these field data, we use data-driven diagnostic biogeochemical models to quantify how the front-induced physical mixing influenced the production, grazing and transport of phytoplankton carbon in the southern California Current. Our results suggest that enhanced diffusive diapycnal fluxes of nutrients stimulated phytoplankton primary production at the front; this effect, together with reduced microzooplankton grazing, increased net growth of the phytoplankton community leading to locally enhanced biomass of large phytoplankton, such as diatoms, in the frontal zone.",2012,2022-12-16 19:26:41,2022-12-16T19:26:41Z,,790-801,,9,34,,,,,,,,,,,,,,,,,0210,,,,CCE; Published,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3MANXCA,journalArticle,2012,"Gleason, L. U.; Burton, R. S.",High-throughput molecular identification of fish eggs using multiplex suspension bead arrays,Molecular Ecology Resources,,,,https://urldefense.com/v3/__http://dx.doi.org/10.1111/j.1755-0998.2011.03059.x__;!!Mih3wA!TIxBg1YeDlzeudIr0oPjTeSLeodmL844cEatr4iXGtRyAqBABOo358yp31qfTAs$,,2012,2022-12-16 19:26:41,2022-12-16T19:26:41Z,,57-66,,,12,,,,,,,,,,,,,,,,,0184,,,,CCE; Published; fish egg identification; molecular barcodes; suspension bead arrays,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7CNGBDPS,journalArticle,2012,"Chen, B.",Does warming enhance the effect of microzooplankton grazing on marine phytoplankton in the ocean?,Limnology and Oceanography,,,,,"We evaluated a hypothesis derived from the metabolic theory of ecology (MTE) that the ratio of microzooplankton herbivory (m) to phytoplankton growth (μ) will arise in a warming ocean because of the different temperature dependencies of autotrophic and heterotrophic organisms. Using community-level growth and grazing data from dilution experiments, generalized additive models (GAMs) were constructed to describe the effects of temperature and chlorophyll on m : μ. At low chlorophyll levels, m : μ decreases with increasing temperature, whereas at high chlorophyll levels, m : μ increases initially with temperature before reaching a peak and then declines. These complex responses of m : μ result from mixed effects of temperature and chlorophyll on microzooplankton biomass (Bz), biomass-specific microzooplankton grazing rate (m : Bz), and phytoplankton growth rate (μ). Bz decreases with rising temperature and increases with rising chlorophyll. m : Bz increases with temperature and decreases with chlorophyll. Nutrient-enriched growth rate of phytoplankton (μn) and μ increase with increasing temperature and chlorophyll. Holding chlorophyll constant, the calculated activation energies of m : Bz and μn are 0.67 ± 0.05 and 0.36 ± 0.05 eV, respectively, both consistent with previous MTE estimates for heterotrophs and autotrophs. Our study indicates that warming may enhance phytoplankton losses to microzooplankton herbivory in eutrophic but not in oligotrophic waters. The GAM analysis also provides important insights into underlying system relationships and reasons why community-level responses in natural systems may depart from theory based on laboratory data and individual species.",2012,2022-12-16 19:26:41,2022-12-16T19:26:41Z,,519-526,,2,57,,,,,,,,,,,,,,,,,0205,,,,CCE; Climate change; P0605; P0704; Published,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7WW3D3RS,journalArticle,2011,"Sydeman, W. J.; Thompson, S. A.; Field, J. C.; Peterson, W. T.; Tanasichuk, R. W.; Freeland, H. J.; Bograd, S. J.; Rykaczewski, R.",Does positioning of the North Pacific Current affect downstream ecosystem productivity?,Geophys. Res. Lett.,,,,https://urldefense.com/v3/__http://dx.doi.org/10.1029/2011GL047212__;!!Mih3wA!TIxBg1YeDlzeudIr0oPjTeSLeodmL844cEatr4iXGtRyAqBABOo358ypdvjGhb8$,"Fluctuations in the positioning of major ocean currents can influence ecosystem dynamics, but previously the technology has been lacking to make direct observational assessments. Here, we test the hypothesis that positioning of the North Pacific Current (NPC) is related to biological attributes of the central-northern California Current Ecosystem (CCE). To test this hypothesis we use newly available data from the Argo array and compare it with a suite of well-known ecosystem indicators over 6 years, 2002 through 2007. We found increased biomass and productivity when the NPC was shifted poleward, and suggest that positioning influences advective transport of nutrients and perhaps key planktonic organisms from the sub-arctic domain thereby enhancing mid to upper trophic level species. This study is significant because climate change is predicted to cause poleward shifts in the westerlies that drive ocean currents and positioning of large marine gyre systems. Rather than reducing ecosystem productivity, poleward shifts in positioning of the NPC may be beneficial for many species of the central-northern CCE.",2011,2022-12-16 19:26:41,2022-12-16T19:26:41Z,,L12606,,12,38,,,,,,,,,,,,,,,,,0178,,,,"4512 Oceanography: Physical: Currents; 4813 Oceanography: Biological and Chemical: Ecological prediction; 4815 Oceanography: Biological and Chemical: Ecosystems, structure, dynamics, and modeling (0439); 4830 Oceanography: Biological and Chemical: Higher trophic levels; CCE; Published; ecosystem indicators; northeast Pacific; salmon; seabirds",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9XJ35WFA,journalArticle,2011,"Kilpatrick, T.; Schneider, N.; Di Lorenzo, E.",Generation of Low-Frequency Spiciness Variability in the Thermocline*,Journal of Physical Oceanography,,,,https://urldefense.com/v3/__http://dx.doi.org/10.1175/2010JPO4443.1__;!!Mih3wA!TIxBg1YeDlzeudIr0oPjTeSLeodmL844cEatr4iXGtRyAqBABOo358ypBybahTM$  %[2012/02/17,,2011,2022-12-16 19:26:41,2022-12-16T19:26:41Z,,365-377,,2,41,,,,,,,,,,,,,,,,,0151,,,,CCE; Published,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P8YGM9WM,journalArticle,2011,"King, A. L.; Barbeau, K. A.",Dissolved iron and macronutrient distributions in the southern California Current System,Journal of Geophysical Research,,,,,,2011,2022-12-16 19:26:41,2022-12-16T19:26:41Z,,C03018,,C3,116,,,,,,,,,,,,,,,,,0055,,,,Aug_CalCOFI; CCE; CalCOFI; Datazoo 21; Published,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L3357SMZ,journalArticle,2011,"Hofmann, G. E.; Smith, J. E.; Johnson, K. S.; Send, U.; Levin, L. A.; Micheli, F.; Paytan, A.; Price, N. N.; Peterson, B.; Takeshita, Y.; Matson, P. G.; Crook, E. D.; Kroeker, K. J.; Gambi, M. C.; Rivest, E. B.; Frieder, C. A.; Yu, P. C.; Martz, T. R.",High-Frequency Dynamics of Ocean pH: A Multi-Ecosystem Comparison,PLoS ONE,,,,https://urldefense.com/v3/__http://dx.doi.org/10.1371*2Fjournal.pone.0028983__;JQ!!Mih3wA!TIxBg1YeDlzeudIr0oPjTeSLeodmL844cEatr4iXGtRyAqBABOo358ypktiB7K0$,"<p>The effect of Ocean Acidification (OA) on marine biota is quasi-predictable at best. While perturbation studies, in the form of incubations under elevated pCO<sub>2</sub>, reveal sensitivities and responses of individual species, one missing link in the OA story results from a chronic lack of pH data specific to a given species' natural habitat. Here, we present a compilation of continuous, high-resolution time series of upper ocean pH, collected using autonomous sensors, over a variety of ecosystems ranging from polar to tropical, open-ocean to coastal, kelp forest to coral reef. These observations reveal a continuum of month-long pH variability with standard deviations from 0.004 to 0.277 and ranges spanning 0.024 to 1.430 pH units. The nature of the observed variability was also highly site-dependent, with characteristic diel, semi-diurnal, and stochastic patterns of varying amplitudes. These biome-specific pH signatures disclose current levels of exposure to both high and low dissolved CO<sub>2</sub>, often demonstrating that resident organisms are already experiencing pH regimes that are not predicted until 2100. Our data provide a first step toward crystallizing the biophysical link between environmental history of pH exposure and physiological resilience of marine organisms to fluctuations in seawater CO<sub>2</sub>. Knowledge of this spatial and temporal variation in seawater chemistry allows us to improve the design of OA experiments: we can test organisms with <italic>a priori</italic> expectations of their tolerance guardrails, based on their natural range of exposure. Such hypothesis-testing will provide a deeper understanding of the effects of OA. Both intuitively simple to understand and powerfully informative, these and similar comparative time series can help guide management efforts to identify areas of marine habitat that can serve as refugia to acidification as well as areas that are particularly vulnerable to future ocean change.</p>",2011,2022-12-16 19:26:41,2022-12-16T19:26:41Z,,e28983,,12,6,,,,,,,,,,,,,,,,,0201,,,,CCE; Published,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V5ABPPPT,journalArticle,2011,"Bromirski, P. D.; Miller, A. J.; Flick, R. E.; Auad, G.",Dynamical suppression of sea level rise along the Pacific coast of North America: Indications for imminent acceleration,J. Geophys. Res.,,,,https://urldefense.com/v3/__http://dx.doi.org/10.1029/2010JC006759__;!!Mih3wA!TIxBg1YeDlzeudIr0oPjTeSLeodmL844cEatr4iXGtRyAqBABOo358yp5scuUuo$,"Long-term changes in global mean sea level (MSL) rise have important practical implications for shoreline and beach erosion, coastal wetlands inundation, storm surge flooding, and coastal development. Altimetry since 1993 indicates that global MSL rise has increased about 50% above the 20th century rise rate, from 2 to 3 mm yr&#8722;1. At the same time, both tide gauge measurements and altimetry indicate virtually no increase along the Pacific coast of North America during the satellite epoch. Here we show that the dynamical steric response of North Pacific eastern boundary ocean circulation to a dramatic change in wind stress curl, &#964;xy, which occurred after the mid-1970s regime shift, can account for the suppression of regional sea level rise along this coast since 1980. Alarmingly, mean &#964;xy over the North Pacific recently reached levels not observed since before the mid-1970s regime shift. This change in wind stress patterns may be foreshadowing a Pacific Decadal Oscillation regime shift, causing an associated persistent change in basin-scale &#964;xy that may result in a concomitant resumption of sea level rise along the U.S. West Coast to global or even higher rates.",2011,2022-12-16 19:26:41,2022-12-16T19:26:41Z,,C07005,,C7,116,,,,,,,,,,,,,,,,,0185,,,,"1620 Global Change: Climate dynamics (0429, 3309); 1637 Global Change: Regional climate change (4321); 3309 Atmospheric Processes: Climatology (1616, 1620, 3305, 4215, 8408); 4513 Oceanography: Physical: Decadal ocean variability (1616, 1635, 3305, 4215); 4556 Oceanography: Physical: Sea level: variations and mean (1222, 1225, 1641); CCE; Published; dynamical response; regional sea level rise; satellite altimetry; thermocline; tide gauge; wind stress curl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QKYSB8YR,report,2011,"Baker, K. S.; Kortz, M.; Conners, J.",DataZoo: an Oceanographic Information System Supporting Scientific Research,,,,,https://urldefense.com/v3/__http://escholarship.org/uc/item/139019q8__;!!Mih3wA!TIxBg1YeDlzeudIr0oPjTeSLeodmL844cEatr4iXGtRyAqBABOo358yp4VWfgUw$,,2011,2022-12-16 19:26:41,2022-12-16T19:26:41Z,,101 pgs,,,,,,,,,,,"Scripps Institution of Oceanography, UC San Diego",La Jolla,,,California Digital Library,,,,,0177,,,,CCE; Published,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R5VV44EK,journalArticle,2010,"Schartau, M.; Landry, M. R.; Armstrong, R. A.",Density estimation of plankton size spectra: a reanalysis of IronEx II data,Journal of Plankton Research,,,,,,2010,2022-12-16 19:26:41,2022-12-16T19:26:41Z,,1167,,8,32,,,,,,,,,,,,,,,,,0159,,,,CCE; Published,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NRW3SYWI,journalArticle,2010,"Hereu, C. M.; Lavaniegos, B. E.; Goericke, R.","Grazing impact of salp (Tunicata, Thaliacea) assemblages in the eastern tropical North Pacific",Journal of Plankton Research,,,,,,2010,2022-12-16 19:26:41,2022-12-16T19:26:41Z,,785-804,,6,32,,,,,,,,,,,1.0,,,,,,0113,,,,CCE; Published,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H6GEJVA9,journalArticle,2010,"Kahru, M.; Gille, S. T.; Murtugudde, R.; Strutton, P. G.; Manzano-Sarabia, M.; Wang, H.; Mitchell, B. G.",Global correlations between winds and ocean chlorophyll,J. Geophys. Res.,,,,https://urldefense.com/v3/__http://dx.doi.org/10.1029/2010JC006500__;!!Mih3wA!TIxBg1YeDlzeudIr0oPjTeSLeodmL844cEatr4iXGtRyAqBABOo358ypDsK8AFk$,"Global time series of satellite-derived winds and surface chlorophyll concentration (Chl-a) show patterns of coherent areas with either positive or negative correlations. The correlation between Chl-a and wind speed is generally negative in areas with deep mixed layers and positive in areas with shallow mixed layers. These patterns are interpreted in terms of the main limiting factors that control phytoplankton growth, i.e., either nutrients that control phytoplankton biomass in areas with positive correlation between Chl-a and wind speed or light that controls phytoplankton biomass in areas with negative correlation between Chl-a and wind speed. More complex patterns are observed in the equatorial regions due to regional specificities in physical-biological interactions. These correlation patterns can be used to map out the biogeochemical provinces of the world ocean in an objective way.",2010,2022-12-16 19:26:41,2022-12-16T19:26:41Z,,C12040,,C12,115,,,,,,,,,,,,,,,,,0154,,,,"4805 Oceanography: Biological and Chemical: Biogeochemical cycles, processes, and modeling; 4815 Oceanography: Biological and Chemical: Ecosystems, structure, dynamics, and modeling; 4855 Oceanography: Biological and Chemical: Phytoplankton; CCE; Published; mixing; oceans; phytoplankton; winds",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBRL8WCT,bookSection,2010,"Harris, R. P.; Buckley, L. J.; Campbell, R. G.; Chiba, S.; Costa, D. P.; Dickey, T. D.; Irigoien, X.; Kiorboe, T.; Mollmann, C.; Ohman, M. D.; Runge, J. A.; Saiz, E.; Wiebe, P. H.",Dynamics of marine ecosystems: observation and experimentation,Marine Ecosystems and Global Change,978-0-19-955802-5,,,,,2010,2022-12-16 19:26:41,2022-12-16T19:26:41Z,,129-178,,,,,,,,,,,"Oxford University Press, Inc., New York",Oxford,,,,,,,,0174,,,,CCE; Published,,"Barange, M.; Field, J. G.; Harris, R. P.; Hofmann, E. E.; Perry, R. I.; Werner, F.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MR2Z6X9T,journalArticle,2010,"Gorsky, G.; Ohman, M. D.; Picheral, M.; Gasparini, S.; Stemmann, L.; Romagnan, J. B.; Cawood, A.; Pesant, S.; García-Comas, C.; Prejger, F.",Digital zooplankton image analysis using the ZooScan integrated system,Journal of Plankton Research,,,,,,2010,2022-12-16 19:26:41,2022-12-16T19:26:41Z,,285,,3,32,,,,,,,,,,,,,,,,,0141,,,,CCE; Published,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YRQ5AEYQ,journalArticle,2009,"Sherman, A. D.; Smith, Jr",Deep-sea benthic boundary layer communities and food supply: a long-term monitoring strategy,Deep-Sea Research II,,,,,,2009,2022-12-16 19:26:41,2022-12-16T19:26:41Z,,1754-1762,,19-20,56,,,,,,,,,,,1.0,,,,,,0089,,,,CCE; Published,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
